Date,Open,High,Low,Close,Adj Close,Volume
1997-12-01,9396.000000,10212.000000,8853.000000,10197.000000,10197.000000,0
1998-01-01,10197.000000,10655.000000,8441.000000,9720.000000,9720.000000,0
1998-02-01,9716.000000,10626.000000,9716.000000,10571.000000,10571.000000,0
1998-03-01,10572.000000,12112.000000,10572.000000,11947.000000,11947.000000,0
1998-04-01,11950.000000,12339.000000,11051.000000,11677.000000,11677.000000,0
1998-05-01,11719.000000,11789.000000,8971.000000,9847.000000,9847.000000,0
1998-06-01,9750.000000,10563.000000,9062.000000,9678.000000,9678.000000,0
1998-07-01,9678.000000,11156.000000,9678.000000,10707.000000,10707.000000,0
1998-08-01,10705.000000,10705.000000,6454.000000,6472.000000,6472.000000,0
1998-09-01,6472.000000,7453.000000,4576.000000,6593.000000,6593.000000,0
1998-10-01,6593.000000,7630.000000,5878.000000,7047.000000,7047.000000,0
1998-11-01,7047.000000,9128.000000,7047.000000,8631.000000,8631.000000,0
1998-12-01,8631.000000,8738.000000,6378.000000,6784.000000,6784.000000,0
1999-01-01,6787.000000,8540.000000,4797.000000,8172.000000,8172.000000,0
1999-02-01,8187.000000,9267.000000,8160.000000,8911.000000,8911.000000,0
1999-03-01,8912.000000,11101.000000,8912.000000,10696.000000,10696.000000,0
1999-04-01,10697.000000,11827.000000,10676.000000,11351.000000,11351.000000,0
1999-05-01,11351.000000,12589.000000,10563.000000,11090.000000,11090.000000,0
1999-06-01,11090.000000,12118.000000,10666.000000,11627.000000,11627.000000,0
1999-07-01,11634.000000,11996.000000,10345.000000,10442.000000,10442.000000,0
1999-08-01,10441.000000,10726.000000,9579.000000,10565.000000,10565.000000,0
1999-09-01,10583.000000,11735.000000,10583.000000,11106.000000,11106.000000,0
1999-10-01,11105.000000,11826.000000,10796.000000,11700.000000,11700.000000,0
1999-11-01,11701.000000,14054.000000,11685.000000,13779.000000,13779.000000,0
1999-12-01,13784.000000,17105.000000,13556.000000,17092.000000,17092.000000,0
2000-01-01,17098.000000,18099.000000,15350.000000,16388.000000,16388.000000,0
2000-02-01,16389.000000,18886.000000,16389.000000,17660.000000,17660.000000,0
2000-03-01,17668.000000,19047.000000,16922.000000,17820.000000,17820.000000,0
2000-04-01,17826.000000,17826.000000,14029.000000,15538.000000,15538.000000,0
2000-05-01,15596.000000,15944.000000,13556.000000,14957.000000,14957.000000,0
2000-06-01,14967.000000,17396.000000,14967.000000,16728.000000,16728.000000,0
2000-07-01,16747.000000,17795.000000,16390.000000,16455.000000,16455.000000,0
2000-08-01,16475.000000,17926.000000,16073.000000,17347.000000,17347.000000,0
2000-09-01,17360.000000,17716.000000,15657.000000,15928.000000,15928.000000,0
2000-10-01,15950.000000,16404.000000,13571.000000,14867.000000,14867.000000,0
2000-11-01,14858.000000,15191.000000,12969.000000,13287.000000,13287.000000,0
2000-12-01,13303.000000,15415.000000,13242.000000,15259.000000,15259.000000,0
2001-01-01,15242.000000,18023.000000,15174.000000,17673.000000,17673.000000,0
2001-02-01,17670.000000,17673.000000,15558.000000,15891.000000,15891.000000,0
2001-03-01,15891.000000,16813.000000,13761.000000,14438.000000,14438.000000,0
2001-04-01,14441.000000,15267.000000,13325.000000,14918.000000,14918.000000,0
2001-05-01,14877.000000,15304.000000,14056.000000,14650.000000,14650.000000,0
2001-06-01,14654.000000,15644.000000,14164.000000,14560.000000,14560.000000,0
2001-07-01,14579.000000,14771.000000,13361.000000,13754.000000,13754.000000,0
2001-08-01,13757.000000,14143.000000,12681.000000,12841.000000,12841.000000,0
2001-09-01,12849.000000,12947.000000,9533.000000,10636.000000,10636.000000,0
2001-10-01,10633.000000,11924.000000,9985.000000,11365.000000,11365.000000,0
2001-11-01,11362.000000,13791.000000,11177.000000,12932.000000,12932.000000,0
2001-12-01,12914.000000,13969.000000,12809.000000,13578.000000,13578.000000,0
2002-01-01,13586.000000,14413.000000,12301.000000,12721.000000,12721.000000,0
2002-02-01,12723.000000,14251.000000,12415.000000,14033.000000,14033.000000,0
2002-03-01,14047.000000,14495.000000,13183.000000,13255.000000,13255.000000,0
2002-04-01,13256.000000,13872.000000,13032.000000,13085.000000,13085.000000,0
2002-05-01,13088.000000,13090.000000,11943.000000,12861.000000,12861.000000,0
2002-06-01,12859.000000,12919.000000,10247.000000,11139.000000,11139.000000,0
2002-07-01,11138.000000,11173.000000,9155.000000,9763.000000,9763.000000,294019200
2002-08-01,9782.000000,10763.000000,9017.000000,10382.000000,10382.000000,0
2002-09-01,10383.000000,10477.000000,8352.000000,8623.000000,8623.000000,0
2002-10-01,8642.000000,10598.000000,8225.000000,10168.000000,10168.000000,0
2002-11-01,10172.000000,10519.000000,9569.000000,10509.000000,10509.000000,0
2002-12-01,10517.000000,11648.000000,10307.000000,11268.000000,11268.000000,0
2003-01-01,11291.000000,12350.000000,10457.000000,10941.000000,10941.000000,0
2003-02-01,10943.000000,11067.000000,9968.000000,10281.000000,10281.000000,0
2003-03-01,10263.000000,11421.000000,10104.000000,11274.000000,11274.000000,0
2003-04-01,11283.000000,12820.000000,11283.000000,12557.000000,12557.000000,0
2003-05-01,12565.000000,13565.000000,12542.000000,13422.000000,13422.000000,0
2003-06-01,13441.000000,14072.000000,12895.000000,12973.000000,12973.000000,0
2003-07-01,12967.000000,13947.000000,12893.000000,13572.000000,13572.000000,0
2003-08-01,13579.000000,15252.000000,12757.000000,15174.000000,15174.000000,0
2003-09-01,15174.000000,17104.000000,15075.000000,16011.000000,16011.000000,0
2003-10-01,16010.000000,18660.000000,16010.000000,17982.000000,17982.000000,0
2003-11-01,17983.000000,20188.000000,17983.000000,20184.000000,20184.000000,0
2003-12-01,20184.000000,22310.000000,20184.000000,22236.000000,22236.000000,0
2004-01-01,22233.000000,24518.000000,21649.000000,21851.000000,21851.000000,0
2004-02-01,21842.000000,23374.000000,20092.000000,21755.000000,21755.000000,0
2004-03-01,21761.000000,23373.000000,20756.000000,22142.000000,22142.000000,0
2004-04-01,22142.000000,23260.000000,19508.000000,19607.000000,19607.000000,0
2004-05-01,19622.000000,20342.000000,17601.000000,19545.000000,19545.000000,0
2004-06-01,19545.000000,21183.000000,19177.000000,21149.000000,21149.000000,0
2004-07-01,21152.000000,22676.000000,20821.000000,22337.000000,22337.000000,0
2004-08-01,22342.000000,23381.000000,21178.000000,22803.000000,22803.000000,0
2004-09-01,22803.000000,23485.000000,21739.000000,23245.000000,23245.000000,0
2004-10-01,23246.000000,24362.000000,22390.000000,23052.000000,23052.000000,0
2004-11-01,23050.000000,25160.000000,22941.000000,25128.000000,25128.000000,0
2004-12-01,25129.000000,26270.000000,24452.000000,26196.000000,26196.000000,0
2005-01-01,26193.000000,26492.000000,23534.000000,24351.000000,24351.000000,0
2005-02-01,24392.000000,28778.000000,24073.000000,28139.000000,28139.000000,0
2005-03-01,28135.000000,29584.000000,25761.000000,26611.000000,26611.000000,0
2005-04-01,26612.000000,27178.000000,24154.000000,24844.000000,24844.000000,0
2005-05-01,24847.000000,25808.000000,23680.000000,25207.000000,25207.000000,0
2005-06-01,25209.000000,26755.000000,24224.000000,25051.000000,25051.000000,0
2005-07-01,25051.000000,26306.000000,24192.000000,26042.000000,26042.000000,0
2005-08-01,26042.000000,28072.000000,25734.000000,28045.000000,28045.000000,0
2005-09-01,28044.000000,31584.000000,27799.000000,31584.000000,31584.000000,0
2005-10-01,31582.000000,32052.000000,28161.000000,30194.000000,30194.000000,0
2005-11-01,30194.000000,32350.000000,29948.000000,31917.000000,31917.000000,0
2005-12-01,31921.000000,33837.000000,31921.000000,33456.000000,33456.000000,0
2006-01-01,33462.000000,38804.000000,32860.000000,38383.000000,38383.000000,0
2006-02-01,38382.000000,38978.000000,35891.000000,38610.000000,38610.000000,0
2006-03-01,38610.000000,39395.000000,36085.000000,37952.000000,37952.000000,0
2006-04-01,37952.000000,40425.000000,37816.000000,40363.000000,40363.000000,0
2006-05-01,40365.000000,42062.000000,34911.000000,36530.000000,36530.000000,0
2006-06-01,36531.000000,38437.000000,32057.000000,36631.000000,36631.000000,0
2006-07-01,36629.000000,37601.000000,34591.000000,37077.000000,37077.000000,0
2006-08-01,37077.000000,38172.000000,35123.000000,36232.000000,36232.000000,144235600
2006-09-01,36232.000000,37739.000000,34127.000000,36449.000000,36449.000000,2391376300
2006-10-01,36450.000000,39843.000000,36438.000000,39263.000000,39263.000000,2392852500
2006-11-01,39279.000000,42308.000000,39279.000000,41932.000000,41932.000000,2175094500
2006-12-01,41930.000000,44675.000000,41192.000000,44474.000000,44474.000000,1845604000
2007-01-01,44476.000000,45388.000000,41266.000000,44642.000000,44642.000000,2010837900
2007-02-01,44642.000000,46752.000000,42571.000000,43892.000000,43892.000000,2210915100
2007-03-01,43886.000000,45950.000000,41117.000000,45805.000000,45805.000000,2898315900
2007-04-01,45805.000000,49856.000000,45225.000000,48956.000000,48956.000000,2788661600
2007-05-01,48955.000000,52877.000000,48953.000000,52268.000000,52268.000000,2311245000
2007-06-01,52271.000000,55003.000000,50885.000000,54392.000000,54392.000000,2008111300
2007-07-01,54396.000000,58293.000000,52627.000000,54183.000000,54183.000000,926311000
2007-08-01,54170.000000,55616.000000,44938.000000,54637.000000,54637.000000,1151761800
2007-09-01,54641.000000,61054.000000,52321.000000,60465.000000,60465.000000,106332200
2007-10-01,60465.000000,65949.000000,59473.000000,65318.000000,65318.000000,146974800
2007-11-01,65317.000000,65317.000000,58096.000000,63006.000000,63006.000000,111714400
2007-12-01,63018.000000,66529.000000,59414.000000,63886.000000,63886.000000,39270200
2008-01-01,63885.000000,63906.000000,53011.000000,59490.000000,59490.000000,75006400
2008-02-01,59491.000000,66005.000000,58030.000000,63489.000000,63489.000000,62925000
2008-03-01,63496.000000,65045.000000,57824.000000,60968.000000,60968.000000,48383600
2008-04-01,60965.000000,68038.000000,60965.000000,67868.000000,67868.000000,21483400
2008-05-01,67869.000000,73920.000000,67865.000000,72593.000000,72593.000000,25864000
2008-06-01,72593.000000,72593.000000,63689.000000,65018.000000,65018.000000,24527600
2008-07-01,65018.000000,65018.000000,56418.000000,59505.000000,59505.000000,28042800
2008-08-01,59505.000000,59505.000000,52345.000000,55680.000000,55680.000000,22831800
2008-09-01,55665.000000,55665.000000,43766.000000,49541.000000,49541.000000,35435000
2008-10-01,49538.000000,49834.000000,29435.000000,37257.000000,37257.000000,46438000
2008-11-01,37261.000000,41003.000000,31081.000000,36596.000000,36596.000000,33453000
2008-12-01,36596.000000,40498.000000,33798.000000,37550.000000,37550.000000,32444400
2009-01-01,37550.000000,42525.000000,36744.000000,39301.000000,39301.000000,33499800
2009-02-01,39296.000000,43441.000000,37324.000000,38183.000000,38183.000000,30069600
2009-03-01,38180.000000,42680.000000,35722.000000,40926.000000,40926.000000,35335800
2009-04-01,40918.000000,48126.000000,40256.000000,47290.000000,47290.000000,34551000
2009-05-01,47290.000000,53806.000000,47290.000000,53198.000000,53198.000000,35239600
2009-06-01,53202.000000,54955.000000,49130.000000,51465.000000,51465.000000,30445600
2009-07-01,51464.000000,55083.000000,48262.000000,54766.000000,54766.000000,29458000
2009-08-01,54766.000000,58634.000000,54766.000000,56489.000000,56489.000000,27932200
2009-09-01,56489.000000,62017.000000,55339.000000,61518.000000,61518.000000,28071600
2009-10-01,61519.000000,67530.000000,59678.000000,61546.000000,61546.000000,33944200
2009-11-01,61539.000000,68060.000000,60724.000000,67044.000000,67044.000000,30950400
2009-12-01,67051.000000,69785.000000,65925.000000,68588.000000,68588.000000,25856400
2010-01-01,68587.000000,71068.000000,64541.000000,65402.000000,65402.000000,32866000
2010-02-01,65402.000000,68120.000000,61341.000000,66503.000000,66503.000000,27096400
2010-03-01,66511.000000,70486.000000,66511.000000,70372.000000,70372.000000,37817200
2010-04-01,70375.000000,71989.000000,65914.000000,67530.000000,67530.000000,34294000
2010-05-01,67534.000000,67969.000000,57634.000000,63047.000000,63047.000000,52407200
2010-06-01,63033.000000,65831.000000,60936.000000,60936.000000,60936.000000,36575200
2010-07-01,60935.000000,67608.000000,60056.000000,67515.000000,67515.000000,34777400
2010-08-01,67524.000000,68754.000000,63804.000000,65145.000000,65145.000000,38356200
2010-09-01,65154.000000,69737.000000,65154.000000,69430.000000,69430.000000,43837400
2010-10-01,69438.000000,72140.000000,68847.000000,70673.000000,70673.000000,48426200
2010-11-01,70686.000000,73103.000000,67103.000000,67705.000000,67705.000000,30655600
2010-12-01,67731.000000,70589.000000,66948.000000,69305.000000,69305.000000,27004200
2011-01-01,69310.000000,71924.000000,65898.000000,66575.000000,66575.000000,41876200
2011-02-01,66575.000000,68226.000000,64016.000000,67383.000000,67383.000000,48663800
2011-03-01,67381.000000,68606.000000,65463.000000,68587.000000,68587.000000,45965400
2011-04-01,68588.000000,70108.000000,65105.000000,66133.000000,66133.000000,34800400
2011-05-01,66119.000000,66500.000000,61659.000000,64620.000000,64620.000000,48359800
2011-06-01,64616.000000,64979.000000,60489.000000,62404.000000,62404.000000,39742200
2011-07-01,62404.000000,63891.000000,58009.000000,58823.000000,58823.000000,41716000
2011-08-01,58823.000000,59542.000000,47793.000000,56495.000000,56495.000000,72287600
2011-09-01,56498.000000,58589.000000,51897.000000,52324.000000,52324.000000,54664800
2011-10-01,52319.000000,59901.000000,49433.000000,58338.000000,58338.000000,53851800
2011-11-01,58300.000000,59616.000000,54537.000000,56875.000000,56875.000000,48805400
2011-12-01,56876.000000,59576.000000,55298.000000,56754.000000,56754.000000,50819200
2012-01-01,57836.000000,63805.000000,57836.000000,63072.000000,63072.000000,52505600
2012-02-01,63085.000000,66662.000000,63085.000000,65812.000000,65812.000000,52916000
2012-03-01,65812.000000,68970.000000,64096.000000,64511.000000,64511.000000,55588800
2012-04-01,64515.000000,65593.000000,60897.000000,61820.000000,61820.000000,54261600
2012-05-01,61820.000000,62783.000000,53028.000000,54490.000000,54490.000000,77092600
2012-06-01,54488.000000,57611.000000,52271.000000,54355.000000,54355.000000,62934200
2012-07-01,54355.000000,57466.000000,52213.000000,56097.000000,56097.000000,59275600
2012-08-01,56091.000000,60209.000000,55239.000000,57061.000000,57061.000000,75582200
2012-09-01,57065.000000,63428.000000,56203.000000,59176.000000,59176.000000,70744000
2012-10-01,59171.000000,60412.000000,56581.000000,57068.000000,57068.000000,62249200
2012-11-01,57065.000000,59561.000000,55126.000000,57475.000000,57475.000000,62039600
2012-12-01,57479.000000,61322.000000,57129.000000,60952.000000,60952.000000,62250400
2013-01-01,60990.000000,63473.000000,59114.000000,59761.000000,59761.000000,77083400
2013-02-01,59764.000000,60496.000000,55430.000000,57424.000000,57424.000000,71082200
2013-03-01,57422.000000,59472.000000,54648.000000,56352.000000,56352.000000,86585200
2013-04-01,56348.000000,56976.000000,52392.000000,55910.000000,55910.000000,106426600
2013-05-01,55919.000000,57099.000000,52942.000000,53506.000000,53506.000000,108599200
2013-06-01,53512.000000,54289.000000,45406.000000,47457.000000,47457.000000,114211000
2013-07-01,47458.000000,49669.000000,44107.000000,48234.000000,48234.000000,113296800
2013-08-01,48235.000000,52398.000000,47164.000000,50008.000000,50008.000000,145179900
2013-09-01,50012.000000,55900.000000,50012.000000,52338.000000,52338.000000,125978800
2013-10-01,52337.000000,56747.000000,51870.000000,54256.000000,54256.000000,129969800
2013-11-01,54255.000000,54539.000000,51290.000000,52482.000000,52482.000000,65607500
2013-12-01,52479.000000,52479.000000,49842.000000,51507.000000,51507.000000,54588400
2014-01-01,51522.000000,51656.000000,46814.000000,47639.000000,47639.000000,73708400
2014-02-01,47623.000000,48669.000000,46109.000000,47094.000000,47094.000000,64038100
2014-03-01,47092.000000,50418.000000,44905.000000,50415.000000,50415.000000,67633000
2014-04-01,50412.000000,53394.000000,49774.000000,51626.000000,51626.000000,72968400
2014-05-01,51630.000000,54459.000000,51239.000000,51239.000000,51239.000000,73703300
2014-06-01,51239.000000,55284.000000,51239.000000,53168.000000,53168.000000,53445000
2014-07-01,53170.000000,58138.000000,52735.000000,55829.000000,55829.000000,68057900
2014-08-01,55827.000000,61442.000000,55239.000000,61288.000000,61288.000000,72747400
2014-09-01,61294.000000,62305.000000,53536.000000,54116.000000,54116.000000,83748800
2014-10-01,54115.000000,58897.000000,48722.000000,54629.000000,54629.000000,115826000
2014-11-01,54629.000000,57359.000000,50886.000000,54664.000000,54664.000000,67382100
2014-12-01,54719.000000,54719.000000,45853.000000,50007.000000,50007.000000,69815600
2015-01-01,50005.000000,50281.000000,46484.000000,46908.000000,46908.000000,77719800
2015-02-01,46933.000000,52457.000000,46760.000000,51583.000000,51583.000000,65310100
2015-03-01,51580.000000,52319.000000,47905.000000,51150.000000,51150.000000,79890000
2015-04-01,51186.000000,56965.000000,51186.000000,56229.000000,56229.000000,81114600
2015-05-01,56230.000000,58575.000000,52760.000000,52760.000000,52760.000000,67845700
2015-06-01,52753.000000,54361.000000,52548.000000,53081.000000,53081.000000,61236200
2015-07-01,53081.000000,53456.000000,48624.000000,50865.000000,50865.000000,65571800
2015-08-01,50867.000000,50867.000000,42749.000000,46626.000000,46626.000000,71135200
2015-09-01,46625.000000,49396.000000,43767.000000,45059.000000,45059.000000,79146200
2015-10-01,45064.000000,49752.000000,44789.000000,45869.000000,45869.000000,78617500
2015-11-01,45869.000000,49054.000000,45106.000000,45120.000000,45120.000000,66640000
2015-12-01,45121.000000,47142.000000,43137.000000,43350.000000,43350.000000,64358600
2016-01-01,43349.000000,43349.000000,37046.000000,40406.000000,40406.000000,70039500
2016-02-01,40397.000000,43601.000000,38596.000000,42794.000000,42794.000000,73592000
2016-03-01,42795.000000,52262.000000,42795.000000,50055.000000,50055.000000,121365300
2016-04-01,50054.000000,54978.000000,47874.000000,53911.000000,53911.000000,88910200
2016-05-01,53910.000000,54113.000000,48292.000000,48472.000000,48472.000000,79045000
2016-06-01,48468.000000,51812.000000,48067.000000,51527.000000,51527.000000,79032100
2016-07-01,51540.000000,57474.000000,50825.000000,57308.000000,57308.000000,75165800
2016-08-01,57309.000000,59418.000000,55696.000000,57901.000000,57901.000000,80937900
2016-09-01,57901.000000,60310.000000,56459.000000,58367.000000,58367.000000,68141200
2016-10-01,58370.000000,65054.000000,58367.000000,64925.000000,64925.000000,74450900
2016-11-01,64922.000000,65291.000000,58322.000000,61906.000000,61906.000000,83065700
2016-12-01,61906.000000,61936.000000,56829.000000,60227.000000,60227.000000,64108500
2017-01-01,60227.000000,66594.000000,59371.000000,64671.000000,64671.000000,60057300
2017-02-01,64687.000000,69488.000000,63740.000000,66662.000000,66662.000000,56775200
2017-03-01,66661.000000,67398.000000,62496.000000,64984.000000,64984.000000,73694400
2017-04-01,64989.000000,66211.000000,62826.000000,65403.000000,65403.000000,51935600
2017-05-01,65404.000000,68792.000000,60315.000000,62711.000000,62711.000000,86770000
2017-06-01,62711.000000,63637.000000,60544.000000,62900.000000,62900.000000,65351300
2017-07-01,62901.000000,66048.000000,62035.000000,65920.000000,65920.000000,53755900
2017-08-01,65925.000000,71506.000000,65925.000000,70835.000000,70835.000000,68162600
2017-09-01,70848.000000,76420.000000,70846.000000,74294.000000,74294.000000,68909400
2017-10-01,74295.000000,78024.000000,73845.000000,74308.000000,74308.000000,65846200
2017-11-01,74310.000000,75199.000000,70825.000000,71971.000000,71971.000000,65167600
2017-12-01,71955.000000,76437.000000,71356.000000,76402.000000,76402.000000,54645300
2018-01-01,76403.000000,86213.000000,76403.000000,84913.000000,84913.000000,71837300
2018-02-01,84913.000000,88318.000000,79690.000000,85481.000000,85481.000000,71597200
2018-03-01,85337.000000,87333.000000,82889.000000,85366.000000,85366.000000,70136200
2018-04-01,85365.000000,87179.000000,82762.000000,86115.000000,86115.000000,61917800
2018-05-01,86111.000000,86678.000000,75337.000000,76754.000000,76754.000000,96407700
2018-06-01,76779.000000,78892.000000,69069.000000,72763.000000,72763.000000,93312000
2018-07-01,72763.000000,80589.000000,71935.000000,79220.000000,79220.000000,63627800
2018-08-01,79213.000000,81792.000000,74876.000000,76678.000000,76678.000000,77877000
2018-09-01,76675.000000,80107.000000,74275.000000,79342.000000,79342.000000,59194500
2018-10-01,79350.000000,88377.000000,78091.000000,87424.000000,87424.000000,110546700
2018-11-01,87428.000000,90246.000000,84030.000000,89504.000000,89504.000000,83697300
2018-12-01,89511.000000,91242.000000,83892.000000,87887.000000,87887.000000,79750200
2019-01-01,87887.000000,98405.000000,87536.000000,97394.000000,97394.000000,101237300
2019-02-01,97395.000000,98589.000000,93424.000000,95584.000000,95584.000000,95001600
2019-03-01,95584.000000,100439.000000,91584.000000,95415.000000,95415.000000,86699500
2019-04-01,95423.000000,97610.000000,92338.000000,96353.000000,96353.000000,90379400
2019-05-01,96339.000000,97992.000000,89409.000000,97030.000000,97030.000000,98077700
2019-06-01,97036.000000,102617.000000,95686.000000,100967.000000,100967.000000,88248100
2019-07-01,100973.000000,106650.000000,100073.000000,101812.000000,101812.000000,94472500
2019-08-01,101819.000000,104848.000000,95855.000000,101135.000000,101135.000000,118683900
2019-09-01,101133.000000,106001.000000,99406.000000,104745.000000,104745.000000,93206100
2019-10-01,104745.000000,108408.000000,99826.000000,107220.000000,107220.000000,103190700
2019-11-01,107221.000000,109672.000000,105261.000000,108233.000000,108233.000000,95992100
2019-12-01,108246.000000,117803.000000,108190.000000,115645.000000,115645.000000,99879900
2020-01-01,115652.000000,119593.000000,112825.000000,113761.000000,113761.000000,122061200
2020-02-01,113761.000000,117701.000000,99951.000000,104172.000000,104172.000000,122284500
2020-03-01,104260.000000,108804.000000,61691.000000,73020.000000,73020.000000,270525000
2020-04-01,73011.000000,83598.000000,67802.000000,80506.000000,80506.000000,209517900
2020-05-01,80501.000000,88091.000000,75697.000000,87403.000000,87403.000000,220355900
2020-06-01,87395.000000,97693.000000,86837.000000,95056.000000,95056.000000,232321100
2020-07-01,95062.000000,105704.000000,95062.000000,102912.000000,102912.000000,212054200
2020-08-01,102913.000000,104523.000000,98513.000000,99369.000000,99369.000000,202682200
2020-09-01,99382.000000,103226.000000,93408.000000,94603.000000,94603.000000,182459100
2020-10-01,94604.000000,102218.000000,93387.000000,93952.000000,93952.000000,198128300
2020-11-01,93968.000000,111603.000000,93968.000000,108888.000000,108888.000000,217759400
2020-12-01,108897.000000,120150.000000,108897.000000,119306.000000,119306.000000,177044900
2021-01-01,119024.000000,125324.000000,114887.000000,116007.000000,116007.000000,186733700
2021-02-01,115093.000000,121117.000000,109827.000000,110035.000000,110035.000000,190633700
2021-03-01,110036.000000,117249.000000,107319.000000,116634.000000,116634.000000,215718800
2021-04-01,116644.000000,121974.000000,114991.000000,118894.000000,118894.000000,158707300
2021-05-01,118951.000000,126216.000000,117631.000000,126216.000000,126216.000000,171080700
2021-06-01,126218.000000,131190.000000,126184.000000,126802.000000,126802.000000,197840500
2021-07-01,126802.000000,129620.000000,121748.000000,121801.000000,121801.000000,152098400
2021-08-01,121803.000000,124536.000000,114801.000000,118781.000000,118781.000000,201788600
2021-09-01,118793.000000,119942.000000,107520.000000,110979.000000,110979.000000,231540400
2021-10-01,110980.000000,114927.000000,102854.000000,103501.000000,103501.000000,243860400
2021-11-01,103514.000000,108669.000000,100075.000000,101915.000000,101915.000000,236342500
2021-12-01,101916.000000,109493.000000,100727.000000,104822.000000,104822.000000,234055900
2022-01-01,104823.000000,113057.000000,100850.000000,112388.000000,112388.000000,245216600
2022-02-01,112143.000000,115734.000000,109125.000000,113142.000000,113142.000000,224030100
2022-03-01,113143.000000,120900.000000,107781.000000,119999.000000,119999.000000,268389000
2022-04-01,120001.000000,121628.000000,107876.000000,107876.000000,107876.000000,203123000
2022-05-01,107876.000000,112690.000000,102386.000000,111351.000000,111351.000000,276328500
2022-06-01,111351.000000,112709.000000,97758.000000,98542.000000,98542.000000,243623000
2022-07-01,98542.000000,103989.000000,95267.000000,103165.000000,103165.000000,230772200
2022-08-01,103165.000000,114375.000000,101694.000000,109523.000000,109523.000000,297125100
2022-09-01,109524.000000,114392.000000,106244.000000,110037.000000,110037.000000,288740800
2022-10-01,110048.000000,120752.000000,110048.000000,116037.000000,116037.000000,301259400
2022-11-01,116037.000000,120039.000000,107245.000000,112486.000000,112486.000000,339625200
2022-12-01,112479.000000,113761.000000,101632.000000,110031.000000,110031.000000,307111200
2023-01-01,109734.000000,114835.000000,103852.000000,113532.000000,113532.000000,295580500
2023-02-01,113430.000000,113598.000000,104932.000000,104932.000000,104932.000000,228722100
2023-03-01,104933.000000,106724.000000,96997.000000,101882.000000,101882.000000,288036100
2023-04-01,101883.000000,108277.000000,99898.000000,104432.000000,104432.000000,218330100
2023-05-01,104431.000000,111706.000000,101063.000000,108335.000000,108335.000000,276831700
2023-06-01,108339.000000,120519.000000,108335.000000,118087.000000,118087.000000,249109200
2023-07-01,118092.000000,123010.000000,115704.000000,121943.000000,121943.000000,201703300
2023-08-01,121945.000000,122619.000000,114067.000000,115742.000000,115742.000000,262465500
2023-09-01,115744.000000,119780.000000,113366.000000,116565.000000,116565.000000,215818200
2023-10-01,116565.000000,117099.000000,111599.000000,113144.000000,113144.000000,220174700
